345;"QUAL DESSAS COBRAS NÃO É VENENOSA?";"CORAL";"CASCAVEL";"VÍBORA";"PITON";"4"
346;"QUE ANIMAL É USADO NO JOGO DE POLO?";"CAMELO";"CAVALO";"MACACO";"CACHORRO";"2"
347;"EM QUE ANO ACONTECEU O GRAVE INCÊNDIO DO EDIFÍCIO JOELMA, NA CIDADE DE SÃO PAULO?";"1971";"1972";"1973";"1974";"4"
348;"TERESINA É CAPITAL DE QUE      ESTADO     BRASILEIRO ?";"TOCANTINS";"PIAUÍ";"ACRE";"PARANÁ";"2"
349;"EM QUAL CIDADE DO JAPÃO FOI LANÇADA A PRIMEIRA BOMBA ATÔMICA?";"TÓKIO";"NAGASAKI";"OSAKA";"HIROSHIMA";"4"
350;"QUAL É A INCAPACIDADE DO DALTÔNICO?";"SENTIR DOR";"SENTIR PALADAR";"DIFERENCIAR CORES";"SENTIR CHEIRO";"3"
351;"QUE DATA É CONSIDERADA O DIA DA PADROEIRA DO BRASIL?";"12 DE OUTUBRO";"12 DE NOVEMBRO";"11 DE DEZEMBRO";"01 DE JANEIRO";"1"
352;"QUAL É A CAPITAL DO ESTADO DE MATO GROSSO DO SUL ?";"CUIABÁ";"VÁRZEA GRANDE";"RONDONÓPOLIS";"CAMPO GRANDE";"4"
353;"QUANTOS SÃO OS CONTINENTES ?";"5";"7";"3";"12";"1"
354;"POR QUAL NOME SÃO CONHECIDAS AS PESSOAS DO POLO ÁRTICO?";"ARTIQUENSES";"ESQUIMÓS";"NORTISTAS";"POLARES";"2"
355;"QUAL A FÓRMULA QUIMICA DA ÁGUA ?";"HO";"H";"H2O";"HO2";"3"
356;"CECÍLIA MEIRÉLES É UMA:";"CANTORA";"ESCRITORA";"ARQUITETA";"PIANISTA";"2"
357;"EM QUE CIDADE FICA A SEDE DA REDE DE TV BBC?";"LONDRES";"NOVA YORK";"MONTREAL";"CALIFÓRNIA";"1"
358;"CAMILLO É O SOBRENOME DE QUAL CANTOR NASCIDO EM BROTAS, INTERIOR DE SÃO PAULO ?";"LEONARDO";"CHITÃOZINHO";"DANIEL";"VINNY";"3"
359;"QUANTOS INTEGRANTES TINHA OS BEATLES?";"TRÊS";"QUATRO";"CINCO";"SEIS";"2"
360;"QUAL FOI O ÚLTIMO IMPERADOR DO BRASIL ?";"D.PEDRO II";"D.PEDRO I";"D.JOÃO VI";"DEODORO DA FONSECA";"1"
361;"QUEM DIRIGIU O FILME ' CENTRAL DO BRASIL ', INDICADO PARA O OSCAR COMO O MELHOR FILME ESTRANGEIRO EM 1999?";"BRUNO BARRETO";"HECTOR BABENCO";"ARNALDO JABOR";"WALTER SALLES JR.";"4"
362;"O QUE SIGNIFICA A EXPRESSÃO E-MAIL?";"CORREIO DA INFORMÁTICA";"CORREIO ELETRÔNICO";"CORREIO";"CORREIO DE MÁQUINA";"2"
363;"COMO É O NOME DO RIACHO, EM CUJAS MARGENS FOI PROCLAMADA A INDEPENDÊNCIA DO BRASIL?";"CAMBUCI";"SACOMÃ";"IPIRANGA";"INDEPENDENTE";"3"
364;"EM QUE ANO O HOMEM PISOU NA LUA PELA PRIMEIRA VEZ ?";"1969";"1968";"1967";"1966";"1"
365;"QUEM MATOU ERNEST HEMINGWAY?";"O MORDOMO";"O MOTORISTA";"A ARRUMADEIRA";"NENHUM";"4"
366;"QUAL O ÚNICO MAMÍFERO QUE PODE VOAR?";"PATO";"MORCEGO";"ANDORINHA";"URUBU";"2"
367;"PINGUIM É UM ?";"PEIXE";"MAMÍFERO";"AVE";"FELINO";"3"
368;"O SAMBA É UMA DANÇA ORIGINÁRIA DE ONDE?";"EUROPA";"ÁFRICA";"ÁSIA";"AMÉRICA DO SUL";"2"
369;"COMO SE CHAMAVA ATRIZ DE CINEMA QUE TORNOU-SE PRINCESA DE MÔNACO?";"GRACE KELLY";"GRETA GARBO";"CATHERINE DENEUVE";"BRIGITTE BARDOT";"1"
370;"DE QUANTOS EM QUANTOS DIAS A LUA MUDA DE FASE?";"5";"7";"8";"15";"2"
371;"OS CAVALOS NORMALMENTE DORMEM:";"EM PÉ";"DEITADOS";"DE LADO";"NÃO DORMEM";"1"
372;"EM UM ANO BISSEXTO QUE MÊS TEM UM DIA A MAIS?";"MARÇO";"FEVEREIRO";"ABRIL";"OUTUBRO";"2"
373;"QUAL DESTES INSTRUMENTOS MUSICAIS É DE SOPRO?";"VIOLINO";"SAXOFONE";"PIANO";"VIOLÃO";"2"
374;"QUAL FOI O ÚLTIMO PRESIDENTE MILITAR DO BRASIL?";"COSTA E SILVA";"GEISEL";"FIGUEIREDO";"MÉDICI";"3"
375;"QUE ANIMAL É O MICKEY, DE WALT DISNEY?";"COELHO";"CAMUNDONGO";"ESQUILO";"GAMBÁ";"2"
376;"QUAL O ATOR PRINCIPAL DO FILME ''CONAN O BÁRBARO''?";"TOM CRUISE";"LEONARDO DI CAPRIO";"ARNOLD SCHWARZENNEGER";"BRUCE LEE";"3"
377;"QUAL É O FILME BRASILEIRO INDICADO PARA O OSCAR COM FERNANDA MONTENEGRO EM 1999?";"O QUATRILHO";"A VIDA É BELA";"AUTO DA COMPADECIDA";"CENTRAL DO BRASIL";"4"
378;"SE VOCÊ OUVE ALGUÉM FALAR EM  'EQUINÓCIO' VOCÊ SABE QUE ESTÃO FALANDO DE QUÊ?";"ASTRONOMIA";"CORRIDA DE CAVALOS";"DOENÇA CONTAGIOSA";"INFORMÁTICA";"1"
379;"QUEM FOI O PROVÁVEL ASSASSINO DE JOHN KENNEDY?";"ALEXANDER BURR";"LEE HARVEY OSWALD";"BILLY THE KID";"ELIOTT NESS";"2"
380;"EM QUAL FESTA SE COMEMORA A RESSURREIÇÃO DE CRISTO?";"PÁSCOA";"NATAL";"ANO NOVO";"DOMINGO DE RAMOS";"1"
381;"COMO SE CHAMA O ESTADO DE INCONSCIÊNCIA DE UMA PESSOA QUE NÃO DESPERTA MESMO COM ESTÍMULOS DOLOROSOS?";"ALÉRGICO";"INTERESSANTE";"FEBRIL";"COMA";"4"
382;"QUEM ATRAVESSOU A CIDADE NUA MONTADA EM UM CAVALO BRANCO?";"LADY MACBETH";"LADY DIANA";"LADY GODIVA";"LADY HAWK";"3"
383;"QUAL FAMOSO DANÇARINO FOI PARCEIRO DE GINGER ROGERS NO CINEMA?";"MIKAIL BARISHNIKOV";"FRED ASTAIRE";"FRANK SINATRA";"GENE KELLY";"2"
384;"QUEM ASSUMIU A PRESIDÊNCIA DA REPÚBLICA COM A MORTE DE TANCREDO NEVES?";"FERNANDO COLLOR";"JOSÉ SARNEY";"FERNANDO HENRIQUE CARDOSO";"LULA";"2"
385;"TUIUIU É UMA ESPÉCIE DE:";"PÁSSARO";"COMIDA";"CARRO";"ROUPA";"1"
386;"QUAL DESTES FOI UM NAVIO DE CRISTÓVÃO COLOMBO?";"EL SAVADOR";"REDEMPTOR";"SANTA MARIA";"TITANIC";"3"
387;"O QUE É O SOL ?";"METEÓRO";"COMETA";"ESTRELA";"PLANETA";"3"
388;"NA HISTÓRIA DO BRASIL A QUEM SE ATRIBUI A FRASE ' SE MIL VIDAS EU TIVESSE MIL VIDAS EU DARIA' ?";"PEDRO ÁLVARES CABRAL";"TIRADENTES";"D. PEDRO I";"D. PEDRO II";"2"
389;"QUANTOS HABITANTES TEM A REGIÃO METROPOLITANA DE SÃO PAULO ?";"17 MILHÕES";"1 MILHÃO";"5 MILHÕES";"8 MILHÕES";"1"
390;"QUEM DISSE A FRASE ' EUREKA EUREKA ' ?";"ARISTÓTOLES";"GALILEU GALILEI";"ALEXANDRE O GRANDE";"ARQUIMEDES";"4"
391;"QUEM INVENTOU O MOTOR A VAPOR?";"JAMES DEAN";"JAMES WATT";"JAMES TAYLOR";"JAMES COBURN";"2"
392;"QUAL É O CLIMA PREDOMINANTE NO BRASIL?";"ÁRIDO";"GLACIAL";"TROPICAL";"SEMI-ÁRIDO";"3"
393;"QUAL FOI A INVENÇÃO DE ELISHA OTIS?";"ÔNIBUS";"TREM";"ELEVADOR";"TÁXI";"3"
394;"QUAL ESPECIALISTA QUE CUIDA DOS PÉS?";"CARDIOLOGISTA";"PODÓLOGO";"DENTISTA";"TERAPEUTA";"2"
395;"O ESTADO DA BAHIA FICA EM QUE REGIÃO DO BRASIL?";"SUDESTE";"SUDOESTE";"SUL";"NORDESTE";"4"
396;"COMO SE CHAMAVA NO BRASIL O PROJETO PARA ALFABETIZAÇÃO DE ADULTOS NOS ANOS 70?";"SOBRAL";"MOBRAL";"SUDENE";"MISTRAL";"2"
397;"QUAL O NOME DO CLÁSSICO DO CINEMA COM HUMPHREY BOGART E INGRID BERGMAN?";"CASABLANCA";"ETERNO CONFLITO";"CASANOVA";"OS PÁSSAROS";"1"
398;"EM QUE ANO O BRASIL SEDIOU A COPA DO MUNDO?";"1930";"1940";"1950";"1974";"3"
399;"QUAL OBRA CONTÉM OS DISCURSOS DE BUDA?";"ALCORÃO";"TORÁ";"BÍBLIA";"SUTRA";"4"
400;"QUEM COMPÔS O CONCERTO ' AS QUATROS ESTAÇÕES '?";"ANTONIO VIVALDI";"ANTONIO CARLOS JOBIM";"RICHARD WAGNER";"RICHARD DREYFUSS";"1"
401;"QUEM É O AUTOR DO MANIFESTO COMUNISTA ?";"LENIN";"GORBATCHOV";"KARL MARX";"ALLAN KARDEC";"3"
402;"QUANTO TEMPO VIVE EM MÉDIA A FÊMEA DO PERNILONGO ?";"2 MESES";"4 MESES";"8 MESES";"6 MESES";"4"
403;"QUAIS SÃO OS DOIS PAÍSES SEPARADOS PELA CACHOEIRA DO NIAGARA?";"EUA E MÉXICO";"CANADÁ E EUA";"EUA E ALASCA";"ALASCA E CANADÁ";"2"
404;"QUEM SUCEDEU JOHN KENNEDY COMO PRESIDENTE DOS EUA?";"RICHARD NIXON";"GERALD FORD";"LYNDON JOHNSON";"JIMMY CARTER";"3"
405;"QUAL DESSES PAÍSES TEM A CAPITAL COM O MESMO NOME?";"IRAQUE";"LUXEMBURGO";"IUGOSLÁVIA";"JORDÂNIA";"2"
406;"QUAL É O PRIMEIRO NOME DO PINTOR CEZANNE?";"JEAN";"PAUL";"GEORGES";"JACQUES";"2"
407;"EM QUE PAÍS, NELSON MANDELA FOI APRISIONADO EM 1964?";"ÁFRICA DO SUL";"AUSTRÁLIA";"NOVA ZELÂNDIA";"TIMOR LESTE";"1"
408;"QUE POVO ÁTILA, LIDEROU CONTRA OS IMPERADORES ROMANOS NO SÉCULO V?";"MACEDÔNIOS";"FENÍCIOS";"HUNOS";"GREGOS";"3"
409;"QUAL FLOR É O SÍMBOLO NACIONAL DO EGITO E FOI CONSIDERADA SAGRADA NA ANTIGÜIDADE?";"ROSA";"LÍRIO";"JASMIM";"LOTUS";"4"
410;"QUAL A ÁRVORE CUJO RAMO SIMBOLIZA A PAZ?";"SERINGUEIRA";"OLIVEIRA";"CARVALHO";"IPÊ";"2"
411;"O QUE É PLÁTANO ?";"ARVORE";"INSETO";"TIPO DE SAPATO";"PEIXE";"1"
412;"QUEM SE HOSPEDA NO CASTELO DE GANDOLFO, NO VERÃO?";"REI DA ESPANHA";"O PAPA";"RAINHA DA INGLATERRA";"LUCIANO PAVAROTTI";"2"
413;"QUAL É O ANIMAL SÍMBOLO DO PANTANAL ?";"JABURU";"JACARÉ";"ANTA";"GARÇA";"1"
414;"EM QUE PAÍS FOI REALIZADA A PRIMEIRA COPA DO MUNDO DE FUTEBOL ?";"PORTUGAL";"URUGUAI";"INGLATERRA";"ITÁLIA";"2"
415;"QUEM FOI O PRIMEIRO MANDATÁRIO DE ISRAEL?";"GOLDA MEIR";"MENACHEN BEGIN";"CHAIM WEISMAN";"DAVID  BEN GURION";"4"
416;"QUAL INSTRUMENTO MEDE A ALTITUDE DO SOL E OUTROS CORPOS CELESTES?";"SONAR";"RADAR";"SEXTANTE";"ODÔMETRO";"3"
417;"COM QUANTOS PÃES JESUS CRISTO ALIMENTOU OS 5000?";"DOIS";"TRÊS";"QUATRO";"CINCO";"4"
418;"EM QUE DÉCADA FOI DIFUNDIDO O USO DE TRATORES ?";"50";"30";"20";"40";"3"
419;"QUE  PAÍS  DA  EUROPA  É CONHECIDO  COMO  PAÍSES BAIXOS ?";"HOLANDA";"ÁUSTRIA";"BÉLGICA";"HUNGRIA";"1"
420;"O QUE É ORNITORRINCO ?";"VULCÃO";"RIO";"LEGUME";"ANIMAL";"4"
421;"QUEM FOI O PRIMEIRO PRESIDENTE ELEITO POR VOTO POPULAR NA RÚSSIA?";"BORIS YELTSIN";"STALIN";"MIKAIL GORBATCHOV";"LENIN";"1"
422;"QUE ANIMAL MITOLÓGICO RENASCIA DAS PRÓPRIAS CINZAS?";"UM LEÃO";"UMA AVE";"UM CAVALO";"UMA SERPENTE";"2"
423;"A MISTURA DE PEQUENAS PEDRAS, HÚMUS, AR E ÁGUA FORMAM O QUÊ?";"GELEIRAS";"SOLO";"MARES";"RIOS";"2"
424;"QUE PINTOR BRASILEIRO PINTAVA A BELEZA DA MULATA E A SENSUALIDADE FEMININA?";"DI CAVALCANTI";"CÂNDIDO PORTINARI";"VOLPI";"TARCILA DO AMARAL";"1"
425;"QUAL CIDADE O ROBOCOP COMBATE O CRIME?";"NOVA YORK";"DETROIT";"LOS ANGELES";"SAN FRANCISCO";"2"
426;"QUAL LÍDER AMERICANO FOI MORTO EM 1968 PARTIDÁRIO DO PROTESTO PACÍFICO?";"JOHN KENNEDY";"MARTIN LUTHER KING JR.";"BOB KENNEDY";"REVERENDO MOON";"2"
427;"EM QUE ANO O BRASIL CONQUISTOU SUA PRIMEIRA COPA DO MUNDO ?";"1962";"1958";"1970";"1994";"2"
428;"QUEM FOI O COMANDANTE ALEMÃO CHAMADO ' A RAPOSA DO DESERTO ' ?";"ROMMEL";"HIMMLER";"HITLER";"GOEBELS";"1"
429;"QUAL LÍDER POLÍTICO MANTEVE A MORAL E RESISTÊNCIA DOS INGLESES NA II GERRA MUNDIAL?";"STALIN";"ROOSEVELT";"WINSTON CHURCHILL";"CHAMBERLAIN";"3"
430;"EM QUAL ESTADO BRASILEIRO ACONTECEU A GUERRA DE CANUDOS ?";"RIO DE JANEIRO";"BAHIA";"PERNAMBUCO";"CEARÁ";"2"
431;"QUEM LIDEROU A REVOLUÇÃO CONTRA A DITADURA DE FULGENCIO BATISTA EM 1959?";"CHE GUEVARA";"FIDEL CASTRO";"JUAN D. PERÓN";"GENERAL PINOCHET";"2"
432;"LECH WALESA TORNOU-SE LÍDER DE QUE PARTIDO NA POLÔNIA EM 1980?";"TRABALHISTA";"CONSERVADOR";"COMUNISTA";"SOLIDARIEDADE";"4"
433;"EM QUE ANO O MURO DE BERLIM FOI DERRUBADO ?";"1975";"1984";"1990";"1989";"4"
434;"DE QUAL PAÍS NEHRU FOI PRIMEIRO MINISTRO?";"EGITO";"LÍBIA";"ÍNDIA";"MARROCOS";"3"
435;"QUAL O PAÍS HO CHI MINH LEVOU A GUERREAR CONTRA OS JAPONESES OS FRANCESES E DEPOIS OS AMERICANOS?";"CHINA";"VIETNÃ";"TAILÂNDIA";"ÍNDIA";"2"
436;"QUEM TEM A INCUMBÊNCIA DE ESCOLHER O NOSSO PAPA ?";"CÔNEGOS";"BISPOS";"ARCEBISPOS";"CARDEAIS";"4"
437;"ATÉ A CHEGADA DE CORTÉS NA AMÉRICA, MONTEZUMA ERA O LÍDER DE QUAL POVO?";"MAIA";"AZTECA";"INCA";"GUARANI";"2"
438;"NO LITORAL DE QUE ESTADO FICA O ARQUIPÉLAGO DOS ABROLHOS ?";"BAHIA";"ALAGOAS";"CEARA";"SERGIPE";"1"
439;"QUEM É O FAMOSO E VAIDOSO DETETIVE DE AGATHA CHRISTE?";"MAIGRET";"SAM SPADE";"SHERLOCK HOLMS";"HÉRCULE POIROT";"4"
440;"QUEM ERA O DEUS SUPREMO NA ANTIGA RELIGIÃO GREGA?";"MERCÚRIO";"ZEUS";"APOLO";"NETUNO";"2"
441;"QUAL ERA O DEUS ROMANO DA GERRA?";"MARTE";"JÚPITER";"HADES";"NETUNO";"1"
442;"QUAL O NOME GREGO DE VÊNUS?";"PALA ATENAS";"DIANA";"AFRODITE";"ISIS";"3"
443;"QUAL RAÇA DE CACHORRO FOI GUARDADA POR SÉCULOS POR UMA CORTE IMPERIAL?";"CHIHUAHUA";"MALTÊS";"YORKSHIRE";"PEQUINÊS";"4"
444;"QUAL A CARACTERÍSTICA REPRODUTIVA DAS MULAS?";"UMA CRIA POR ANO";"DUAS CRIAS POR ANO";"UMA CRIA A CADA DOIS ANOS";"SÃO ESTÉREIS";"4"
445;"QUE PROFISSÃO TEM HOJE O EX CRAQUE DE FUTEBOL TOSTÃO ?";"TÉCNICO";"EMPRESÁRIO";"DENTISTA";"MÉDICO";"4"
446;"QUAL MADEIRA É USADA PARA TECLA DE PIANOS?";"CARVALHO";"JACARANDÁ";"ÉBANO";"PINUS";"3"
447;"A QUEM É ATRIBUÍDA A FRASE: O BRASIL NÃO É UM PAÍS SÉRIO ?";"FIDEL CASTRO";"BILL CLINTON";"CHARLES DE GAULLE";"JOÃO PAULO SEGUNDO";"3"
448;"EM QUE ASSUNTO UM ENÓLOGO É ESPECIALISTA ?";"MOEDAS";"VINHOS";"LIVROS";"ÍNDIOS";"2"
449;"QUAL A ÁRVORE QUE PARA OS GREGOS SIMBOLIZAVA VITÓRIA E ERA SAGRADA PARA APOLO?";"OLIVEIRA";"PARREIRA";"LOUREIRO";"ÉBANO";"3"
450;"QUAL O PRINCIPAL MINÉRIO DO ALUMÍNIO ?";"BAUXITA";"CALCÁRIO";"CALCITA";"CASSITERITA";"1"
451;"COMO É CHAMADO NA PECUÁRIA O TRABALHO DE CUIDAR DE BODES E CABRAS ?";"ASINIMO";"CAPRINO";"BUFALINO";"MUAR";"2"
452;"COMO REPRESENTAMOS EM ALGARISMOS ROMANOS O NÚMERO 500 ?";"C";"M";"D";"L";"3"
453;"QUE OBJETO É O SANTO GRAAL?";"CÁLICE";"JARRA";"ESCRITOS";"TÁBUAS";"1"
454;"QUAIS OS GRUPOS ÉTNICOS QUE DERAM ORIGEM A POPULAÇÃO BRASILEIRA ?";"BRANCO NEGRO E ÍNDIO";"MESTIÇO E ÍNDIO";"MULATO E BRANCO";"IMIGRANTES E NEGROS";"1"
455;"QUINGENTÉSIMO CORRESPONDE A QUAL NÚMERO ?";"500";"5000";"50";"5";"1"
456;"ONDE NASCEU O ARTISTA PLÁSTICO CÂNDIDO PORTINARI?";"BRASIL";"ITÁLIA";"GRÉCIA";"ESPANHA";"1"
457;"COMO SE CHAMA O ESTUDO ENTRE PALAVRAS E SIGNIFICADOS?";"FONÉTICA";"SEMÂNTICA";"FILOSOFIA";"PSIQUIATRIA";"2"
458;"COMO SE CHAMA O ESTUDO DAS RELAÇÕES DOS ORGANISMOS COM O SEU MEIO E UNS COM OS OUTROS?";"PALEONTOLOGIA";"ENDOSCOPIA";"ORTODONTIA";"ECOLOGIA";"4"
459;"QUAL A CIÊNCIA QUE ESTUDA A ORIGEM E DESENVOLVIMENTO DAS PALAVRAS?";"ENDOSCOPIA";"GRAFOLOGIA";"RADIOGRAFIA";"ETIMOLOGIA";"4"
460;"O QUE É ENTOMOLOGIA?";"ESTUDO DOS INSETOS";"ESTUDOS DOS SERES";"ESTUDO DENTÁRIO";"ESTUDO DE SÍMBOLOS";"1"
461;"QUAL VITAMINA É O CAROTENO?";"A";"B";"C";"E";"1"
462;"QUEM FOI O CRIADOR DO AGENTE SECRETO JAMES BOND?";"AGATHA CHRISTIE";"SUSAN DWORKIN";"IAN FLEMING";"MORRIS WEST";"3"
463;"MEDUSAS SIFONÓFORAS E CTENÓFORAS SÃO CATEGORIAS DE QUÊ?";"PLANTAS";"FLORES";"MAMÍFEROS";"ÁGUAS-VIVAS";"4"
464;"COMO SE CHAMA O TERRITÓRIO COMPREENDIDO DESDE O ISTMO DO PANAMÁ ATÉ A TERRA DO FOGO?";"AMÉRICA DO NORTE";"AMÉRICA CENTRAL";"AMÉRICA DO SUL";"AMÉRICA SEDENTRIONAL";"3"
465;"EM UMA ARMADURA QUAL PARTE DO CORPO É PROTEGIDO PELO GUANTE?";"PEITO";"MÃOS";"ROSTO";"ABDOME";"2"
466;"CAMPALA É A CAPITAL DE QUE PAÍS?";"UGANDA";"NIGÉRIA";"MOÇAMBIQUE";"RUANDA";"1"
467;"QUAL A COBRA DO BRASIL SE ALIMENTA DE OUTRA?";"MUÇURANA";"CORAL";"CASCAVEL";"JIBÓIA";"1"
468;"O CONFUCIONISMO É UMA  FILOSOFIA   DE QUE   NACIONALIDADE ?";"INDIANA";"JAPONESA";"CHINESA";"COREANA";"3"
469;"QUAL O ATUAL MINISTRO DAS COMUNICAÇÕES?";"PEDRO MALAN";"ELISEU PADILHA";"PIMENTA DA VEIGA";"ARMÍNIO FRAGA";"3"
470;"QUE LUGAR DO REINO UNIDO DÁ NOME AO MERIDIANO ZERO?";"OXFORD";"WINDSOR";"GREENWICH";"MANCHESTER";"3"
471;"QUE PINTOR BRASILEIRO PINTAVA AS CHAGAS SOCIAIS?";"DI CAVALCANTI";"CÂNDIDO PORTINARI";"VOLPI";"TARCILA DO AMARAL";"2"
472;"QUEM FOI O PRIMEIRO LOCUTOR DO JORNAL NACIONAL DA REDE GLOBO?";"HERON DOMINGUES";"CID MOREIRA";"SÉRGIO CHAPELIN";"HILTON GOMES";"4"
473;"QUAL O NOME DA ESPOSA DO ESCRITOR JORGE AMADO?";"ZÉLIA CARDOSO DE MELO";"ZÉLIA GATTAI";"ZÉLIA RIBEIRO";"ZÉLIA DE ALMEIDA";"2"
474;"QUEM ESCREVEU O ROMANCE  'ASSASSINATO NO EXPRESSO ORIENTE' ?";"ÁGATHA CHRISTIE";"SIDNEI SHELDON";"JANETE DAILY";"GABRIEL GARCIA MARQUES";"1"
475;"EM QUANTO TEMPO SE RENOVA A PRESIDÊNCIA DO CONSELHO DE MINISTROS DA UNIÃO EUROPÉIA?";"TRÊS MESES";"SEIS MESES";"NOVE MESES";"DOZE MESES";"2"
476;"QUAL PAÍS SUL-AMERICANO SE CHAMAVA PROVÍNCIA CISPLATINA ?";"CHILE";"COLÔMBIA";"URUGUAI";"EQUADOR";"3"
477;"EM QUE SÉCULO O TAJ MAHAL NA ÍNDIA FOI CONSTRUIDO ?";"SÉCULO VII";"SÉCULO VIII";"SÉCULO IX";"SÉCULO X";"1"
478;"DE QUE PAÍS A INDONÉSIA SE TORNOU INDEPENDENTE EM 1949 ?";"AUSTRÁLIA";"HOLANDA";"ÍNDIA";"ÁFRICA DO SUL";"2"
479;"QUAL FOI O PRIMEIRO PAÍS NO MUNDO A DAR DIREITO DE VOTO ÀS MULHERES ?";"ESTADOS UNIDOS";"FRANÇA";"NOVA ZELÂNDIA";"INGLATERRA";"3"
480;"ONDE NASCEU A GRANDE CANTORA DE ÓPERAS MARIA CALLAS ?";"ROMA";"NOVA YORK";"PARÍS";"ATENAS";"2"
481;"QUAL CIDADE DA EUROPA SEDIOU O TRATADO DA COMUNIDADE EUROPÉIA EM 1992?";"ZURIQUE";"BERLIM";"PARIS";"MAASTRICHT";"4"
482;"QUAL ERA A NACIONALIDADE DO ESCRITOR OSCAR WILDE ?";"IRLANDÊS";"ALEMÃO";"INGLÊS";"AMERICANO";"1"
483;"EM QUE CONTINENTE SE LOCALIZA A MONTANHA DE KILIMANJARO ?";"AMÉRICA DO NORTE";"ASIA";"EUROPA";"ÁFRICA";"4"
484;"O ESTREITO DE GIBRALTAR FICA ENTRE:";"NORUEGA E DINAMARCA";"ESPANHA E MARROCOS";"PORTUGAL E ESPANHA";"SUIÇA E SUÉCIA";"2"
485;"QUANTOS DENTES DE LEITE TEM O SER HUMANO QUANDO CRIANÇA ?";"32";"25";"20";"18";"3"
486;"QUANTO OSSOS TEM O CORPO HUMANO ?";"206";"205";"208";"207";"1"
487;"QUANTO TEMPO EM MÉDIA, VIVE UMA BARATA DE ESGOTO ?";"1 MÊS";"6 MESES";"1 ANO E MEIO";"2 ANOS E MEIO";"4"
488;"QUANTOS PARES DE CROMOSSOMOS POSSUI O SER HUMANO.";"22";"23";"24";"25";"2"
489;"QUAL DAS SEGUINTES PALAVRAS NÃO É UM SINÔNIMO DE 'MERMAR' ?";"DESCREVER";"DIMINUIR";"MINGUAR";"AUMENTAR";"4"
490;"QUEM É CONSIDERADO FUNDADOR DA LINGÜÍSTICA MODERNA?";"HORASE SAUSSURE";"BENOITE SAUSSURE";"NÍCOLAS SAUSSURE";"FERDINAND SAUSSURE";"4"
491;"EM QUE ANO OS MUÇULMANOS INVADIRAM A PENÍNSULA IBÉRICA?";"620";"750";"711";"1080";"3"
492;"O QUE É O ' NOTOCÓRDIO ' ?";"CORDÃO CELULAR";"BICO DAS AVES";"UM TIPO DE ALAÚDE";"UM MÁRTIR";"1"
493;"COMO SE CHAMAVA A SUBDIVISÃO ADMINISTRATIVA NA URBE ROMANA?";"CÚRIA";"CENTÚRIA";"DISTRITO";"DIOCESE";"1"
494;"A QUE ELEMENTO QUÍMICO DA TABELA PERIÓDICA CORRESPONDE O SÍMBOLO ' Tb'?";"TÉRBIO";"TURÍBIO";"TALÍO";"TANABASIO";"1"
495;"QUAL A CIÊNCIA QUE ESTUDA A DISTRIBUIÇÃO DOS SERES QUE VIVEM SOBRE A TERRA ?";"ZOOMETRIA";"ZOOLOGIA";"ZOOGEOGRAFIA";"ZOOTECNIA";"3"
496;"QUAL ERA A NACIONALIDADE DO PALHAÇO CHARLIE RIVEL?";"INGLESA";"AMERICANA";"FRANCESA";"ESPANHOLA";"4"
497;"ONDE ACONTECEU O PIOR TERREMOTO DA HISTÓRIA EM 28 DE JULHO DE 1927 ?";"LOS ANGELES";"INDIA";"CHINA";"ÁFRICA";"3"
498;"QUEM FOI O RESPONSÁVEL PELA IMPLANTAÇÃO DO REGIME COMUNISTA NA CHINA ?";"CHE GUEVARA";"KARL MARX";"MAO TSE TUNG";"HO CHI MING";"3"
499;"O QUE É UM NÚMERO PRIMO ?";"UM NUMERO PAR DIVISIVEL POR SI";"UM NÚMERO DIVISIVEL POR SI E PELA UNIDADE";"UM NÚMERO DIVISIVEL PELA UNIDADE E PELO SEU MULTIPLO";"UM NUMERO IMPAR DIVISIVEL PELA UNIDADE";"2"
500;"QUANTOS BITS TEM UM BYTE ?";"1024";"2048";"7";"8";"4"
